"Years" "Months" "Days" "TX"
"958" 1878 8 15 22.3
"959" 1878 8 16 23.5
"960" 1878 8 17 22.5
"961" 1878 8 18 22.8
"962" 1878 8 19 22.8
"963" 1878 8 20 20.8
"964" 1878 8 21 19.5
"965" 1878 8 22 20
"966" 1878 8 23 22.5
"967" 1878 8 24 21.3
"968" 1878 8 25 20.5
"969" 1878 8 26 23
"970" 1878 8 27 21.8
"971" 1878 8 28 23.5
"972" 1878 8 29 22.8
"973" 1878 8 30 25
"974" 1878 8 31 23.3
"975" 1878 9 1 21.5
"976" 1878 9 2 20.3
"977" 1878 9 3 19.5
"978" 1878 9 4 21.5
"979" 1878 9 5 23.5
"980" 1878 9 6 25.5
"981" 1878 9 7 24.3
"982" 1878 9 8 20.8
"983" 1878 9 9 23
"984" 1878 9 10 21.8
"985" 1878 9 11 19.8
"986" 1878 9 12 22.8
"987" 1878 9 13 23
"988" 1878 9 14 23.3
"989" 1878 9 15 22.5
"990" 1878 9 16 19.5
"991" 1878 9 17 16.8
"992" 1878 9 18 20.8
"993" 1878 9 19 18
"994" 1878 9 20 18.5
"995" 1878 9 21 15.5
"996" 1878 9 22 15.3
"997" 1878 9 23 12
"998" 1878 9 24 18.3
"999" 1878 9 25 20
"1000" 1878 9 26 17.6
"1001" 1878 9 27 17.5
"1002" 1878 9 28 17.3
"1003" 1878 9 29 17.5
"1004" 1878 9 30 17.3
"1005" 1878 10 1 14.8
"1006" 1878 10 2 14.5
"1007" 1878 10 3 15.2
"1008" 1878 10 4 15.6
"1009" 1878 10 5 18
"1010" 1878 10 6 17.2
"1011" 1878 10 7 19.2
"1012" 1878 10 8 20.2
"1013" 1878 10 9 19
"1014" 1878 10 10 19.5
"1015" 1878 10 11 17
"1016" 1878 10 12 15
"1017" 1878 10 13 14.5
"1018" 1878 10 14 14.8
"1019" 1878 10 15 11.8
"1020" 1878 10 16 13.2
"1021" 1878 10 17 14.2
"1022" 1878 10 18 15.2
"1023" 1878 10 19 14.2
"1024" 1878 10 20 15.2
"1025" 1878 10 21 12.8
"1026" 1878 10 22 17.8
"1027" 1878 10 23 14.2
"1028" 1878 10 24 13
"1029" 1878 10 25 14.2
"1030" 1878 10 26 14.2
"1031" 1878 10 27 13.2
"1032" 1878 10 28 12.5
"1033" 1878 10 29 10.8
"1034" 1878 10 30 8.2
"1035" 1878 10 31 7
"1036" 1878 11 1 6.8
"1037" 1878 11 2 7.8
"1038" 1878 11 3 4
"1039" 1878 11 4 5.8
"1040" 1878 11 5 5.5
"1041" 1878 11 6 3.3
"1042" 1878 11 7 4.8
"1043" 1878 11 8 7.5
"1044" 1878 11 9 7
"1045" 1878 11 10 6.3
"1046" 1878 11 11 9.5
"1047" 1878 11 12 9.3
"1048" 1878 11 13 7
"1049" 1878 11 14 9.8
"1050" 1878 11 15 9.3
"1051" 1878 11 16 8.3
"1052" 1878 11 17 6.8
"1053" 1878 11 18 7
"1054" 1878 11 19 7.3
"1055" 1878 11 20 6
"1056" 1878 11 21 3.3
"1057" 1878 11 22 1.5
"1058" 1878 11 23 2
"1059" 1878 11 24 4.5
"1060" 1878 11 25 10
"1061" 1878 11 26 12.3
"1062" 1878 11 27 13
"1063" 1878 11 28 13.3
"1064" 1878 11 29 10.5
"1065" 1878 11 30 8
"1066" 1878 12 1 5.2
"1067" 1878 12 2 3.5
"1068" 1878 12 3 6.3
"1069" 1878 12 4 7
"1070" 1878 12 5 6.2
"1071" 1878 12 6 5.2
"1072" 1878 12 7 3.5
"1073" 1878 12 8 2.8
"1074" 1878 12 9 0.8
"1075" 1878 12 10 2.3
"1076" 1878 12 11 2.5
"1077" 1878 12 12 2
"1078" 1878 12 13 2
"1079" 1878 12 14 0.2
"1080" 1878 12 15 -2.2
"1081" 1878 12 16 -0.5
"1082" 1878 12 17 -2.2
"1083" 1878 12 18 -2.8
"1084" 1878 12 19 1.5
"1085" 1878 12 20 3
"1086" 1878 12 21 0.2
"1087" 1878 12 22 1.5
"1088" 1878 12 23 1.5
"1089" 1878 12 24 1.2
"1090" 1878 12 25 0.8
"1091" 1878 12 26 0.8
"1092" 1878 12 27 4.2
"1093" 1878 12 28 5.8
"1094" 1878 12 29 5.8
"1095" 1878 12 30 6.3
"1096" 1878 12 31 10.8
"1097" 1879 1 1 9.2
"1098" 1879 1 2 4.2
"1099" 1879 1 3 1.2
"1100" 1879 1 4 2.8
"1101" 1879 1 5 2.5
"1102" 1879 1 6 0.5
"1103" 1879 1 7 -1.8
"1104" 1879 1 8 -5
"1105" 1879 1 9 -4.2
"1106" 1879 1 10 -6.2
"1107" 1879 1 11 -7.2
"1108" 1879 1 12 -2.5
"1109" 1879 1 13 0
"1110" 1879 1 14 0.5
"1111" 1879 1 15 0.2
"1112" 1879 1 16 3
"1113" 1879 1 17 -1
"1114" 1879 1 18 0.5
"1115" 1879 1 19 -2
"1116" 1879 1 20 -0.2
"1117" 1879 1 21 -2
"1118" 1879 1 22 -2.5
"1119" 1879 1 23 -5
"1120" 1879 1 24 -1.2
"1121" 1879 1 25 0.2
"1122" 1879 1 26 1.2
"1123" 1879 1 27 1.5
"1124" 1879 1 28 1.5
"1125" 1879 1 29 0.2
"1126" 1879 1 30 -1.5
"1127" 1879 1 31 -4.8
"1128" 1879 2 1 -5.2
"1129" 1879 2 2 -6.2
"1130" 1879 2 3 -3.8
"1131" 1879 2 4 -2.5
"1132" 1879 2 5 0.2
"1133" 1879 2 6 3.5
"1134" 1879 2 7 7.2
"1135" 1879 2 8 6.5
"1136" 1879 2 9 7.8
"1137" 1879 2 10 10
"1138" 1879 2 11 10.2
"1139" 1879 2 12 9.2
"1140" 1879 2 13 2.8
"1141" 1879 2 14 1
"1142" 1879 2 15 1.2
"1143" 1879 2 16 1
"1144" 1879 2 17 5.2
"1145" 1879 2 18 4.5
"1146" 1879 2 19 2.2
"1147" 1879 2 20 0.5
"1148" 1879 2 21 3.2
"1149" 1879 2 22 1.5
"1150" 1879 2 23 -0.2
"1151" 1879 2 24 1
"1152" 1879 2 25 1.8
"1153" 1879 2 26 1.8
"1154" 1879 2 27 2.5
"1155" 1879 2 28 -0.5
"1156" 1879 3 1 1.8
"1157" 1879 3 2 3.8
"1158" 1879 3 3 2.8
"1159" 1879 3 4 3.5
"1160" 1879 3 5 5.5
"1161" 1879 3 6 7.2
"1162" 1879 3 7 6.5
"1163" 1879 3 8 9
"1164" 1879 3 9 10.5
"1165" 1879 3 10 10.2
"1166" 1879 3 11 8.2
"1167" 1879 3 12 5.8
"1168" 1879 3 13 4
"1169" 1879 3 14 2.5
"1170" 1879 3 15 3.5
"1171" 1879 3 16 7.2
"1172" 1879 3 17 7.2
"1173" 1879 3 18 4
"1174" 1879 3 19 7.2
"1175" 1879 3 20 7.5
"1176" 1879 3 21 2.5
"1177" 1879 3 22 1.8
"1178" 1879 3 23 0.8
"1179" 1879 3 24 -0.8
"1180" 1879 3 25 1.8
"1181" 1879 3 26 2
"1182" 1879 3 27 1.8
"1183" 1879 3 28 3
"1184" 1879 3 29 4.5
"1185" 1879 3 30 11.2
"1186" 1879 3 31 14.2
"1187" 1879 4 1 18.2
"1188" 1879 4 2 20.5
"1189" 1879 4 3 18.5
"1190" 1879 4 4 12
"1191" 1879 4 5 9.5
"1192" 1879 4 6 10
"1193" 1879 4 7 15.8
"1194" 1879 4 8 14
"1195" 1879 4 9 10.8
"1196" 1879 4 10 6.8
"1197" 1879 4 11 1.8
"1198" 1879 4 12 8
"1199" 1879 4 13 6.5
"1200" 1879 4 14 7.8
"1201" 1879 4 15 12.2
"1202" 1879 4 16 10.8
"1203" 1879 4 17 5.2
"1204" 1879 4 18 3.5
"1205" 1879 4 19 9.2
"1206" 1879 4 20 12
"1207" 1879 4 21 16.5
"1208" 1879 4 22 12.8
"1209" 1879 4 23 9.2
"1210" 1879 4 24 12
"1211" 1879 4 25 10
"1212" 1879 4 26 13
"1213" 1879 4 27 13.8
"1214" 1879 4 28 6.5
"1215" 1879 4 29 9.2
"1216" 1879 4 30 9.8
"1217" 1879 5 1 8.5
"1218" 1879 5 2 8.5
"1219" 1879 5 3 12.2
"1220" 1879 5 4 14.8
"1221" 1879 5 5 15.8
"1222" 1879 5 6 19.2
"1223" 1879 5 7 12
"1224" 1879 5 8 12.5
"1225" 1879 5 9 15
"1226" 1879 5 10 12.5
"1227" 1879 5 11 12.8
"1228" 1879 5 12 13.2
"1229" 1879 5 13 15
"1230" 1879 5 14 18
"1231" 1879 5 15 19.8
"1232" 1879 5 16 16
"1233" 1879 5 17 11.2
"1234" 1879 5 18 10
"1235" 1879 5 19 13.8
"1236" 1879 5 20 18.8
"1237" 1879 5 21 20
"1238" 1879 5 22 22
"1239" 1879 5 23 22.5
"1240" 1879 5 24 24.8
"1241" 1879 5 25 25.2
"1242" 1879 5 26 22.5
"1243" 1879 5 27 26.5
"1244" 1879 5 28 25.2
"1245" 1879 5 29 26.2
"1246" 1879 5 30 21.8
"1247" 1879 5 31 20.8
"1248" 1879 6 1 22.8
"1249" 1879 6 2 21.5
"1250" 1879 6 3 23.2
"1251" 1879 6 4 18.5
"1252" 1879 6 5 18.8
"1253" 1879 6 6 20.5
"1254" 1879 6 7 17.2
"1255" 1879 6 8 22.8
"1256" 1879 6 9 23.2
"1257" 1879 6 10 22.2
"1258" 1879 6 11 22.8
"1259" 1879 6 12 25.8
"1260" 1879 6 13 20.5
"1261" 1879 6 14 18.2
"1262" 1879 6 15 22.5
"1263" 1879 6 16 25.8
"1264" 1879 6 17 28.5
"1265" 1879 6 18 21.2
"1266" 1879 6 19 18.5
"1267" 1879 6 20 25
"1268" 1879 6 21 24.5
"1269" 1879 6 22 26
"1270" 1879 6 23 21.2
"1271" 1879 6 24 24
"1272" 1879 6 25 22.2
"1273" 1879 6 26 20.2
"1274" 1879 6 27 22.5
"1275" 1879 6 28 28.5
"1276" 1879 6 29 24.8
"1277" 1879 6 30 22
"1278" 1879 7 1 24
"1279" 1879 7 2 23.8
"1280" 1879 7 3 20.2
"1281" 1879 7 4 20
"1282" 1879 7 5 18.8
"1283" 1879 7 6 18.2
"1284" 1879 7 7 18.5
"1285" 1879 7 8 21.8
"1286" 1879 7 9 22
"1287" 1879 7 10 18.2
"1288" 1879 7 11 16
"1289" 1879 7 12 18
"1290" 1879 7 13 22.8
"1291" 1879 7 14 20.5
"1292" 1879 7 15 22.2
"1293" 1879 7 16 16.2
"1294" 1879 7 17 22
"1295" 1879 7 18 23.8
"1296" 1879 7 19 23.2
"1297" 1879 7 20 24.8
"1298" 1879 7 21 21.2
"1299" 1879 7 22 22.2
"1300" 1879 7 23 22.2
"1301" 1879 7 24 18.5
"1302" 1879 7 25 21
"1303" 1879 7 26 21.4
"1304" 1879 7 27 21
"1305" 1879 7 28 21.5
"1306" 1879 7 29 22
"1307" 1879 7 30 26.2
"1308" 1879 7 31 28.8
"1309" 1879 8 1 22.5
"1310" 1879 8 2 27.5
"1311" 1879 8 3 27.2
"1312" 1879 8 4 31.2
"1313" 1879 8 5 25.8
"1314" 1879 8 6 26.8
"1315" 1879 8 7 23
"1316" 1879 8 8 21.8
"1317" 1879 8 9 19.5
"1318" 1879 8 10 18.5
"1319" 1879 8 11 17.8
"1320" 1879 8 12 20.2
"1321" 1879 8 13 23.2
"1322" 1879 8 14 23.8
"1323" 1879 8 15 23.5
"1324" 1879 8 16 24
"1325" 1879 8 17 21.2
"1326" 1879 8 18 21.2
"1327" 1879 8 19 21.5
"1328" 1879 8 20 22.5
"1329" 1879 8 21 27.5
"1330" 1879 8 22 29
"1331" 1879 8 23 24.8
"1332" 1879 8 24 22.5
"1333" 1879 8 25 22.5
"1334" 1879 8 26 22.5
"1335" 1879 8 27 20
"1336" 1879 8 28 23
"1337" 1879 8 29 21.5
"1338" 1879 8 30 21
"1339" 1879 8 31 19.5
"1340" 1879 9 1 18.8
"1341" 1879 9 2 18.8
"1342" 1879 9 3 22.8
"1343" 1879 9 4 23.8
"1344" 1879 9 5 20.2
"1345" 1879 9 6 22.5
"1346" 1879 9 7 24.8
"1347" 1879 9 8 25.5
"1348" 1879 9 9 21.5
"1349" 1879 9 10 18.5
"1350" 1879 9 11 17.5
"1351" 1879 9 12 20
"1352" 1879 9 13 21.8
"1353" 1879 9 14 23.5
"1354" 1879 9 15 19
"1355" 1879 9 16 19.5
"1356" 1879 9 17 22.2
"1357" 1879 9 18 23.5
"1358" 1879 9 19 20.5
"1359" 1879 9 20 20.2
"1360" 1879 9 21 21.2
"1361" 1879 9 22 21.2
"1362" 1879 9 23 17.5
"1363" 1879 9 24 20
"1364" 1879 9 25 20.2
"1365" 1879 9 26 13.8
"1366" 1879 9 27 19.5
"1367" 1879 9 28 17
"1368" 1879 9 29 17.8
"1369" 1879 9 30 17.2
"1370" 1879 10 1 19.2
"1371" 1879 10 2 18.8
"1372" 1879 10 3 15.2
"1373" 1879 10 4 15.8
"1374" 1879 10 5 13.8
"1375" 1879 10 6 14
"1376" 1879 10 7 16
"1377" 1879 10 8 17.5
"1378" 1879 10 9 13
"1379" 1879 10 10 15
"1380" 1879 10 11 14.2
"1381" 1879 10 12 12.5
"1382" 1879 10 13 12.2
"1383" 1879 10 14 10.8
"1384" 1879 10 15 8.5
"1385" 1879 10 16 10
"1386" 1879 10 17 8.8
"1387" 1879 10 18 7.8
"1388" 1879 10 19 9.8
"1389" 1879 10 20 12
"1390" 1879 10 21 10.2
"1391" 1879 10 22 9.5
"1392" 1879 10 23 9.5
"1393" 1879 10 24 14.2
"1394" 1879 10 25 13.5
"1395" 1879 10 26 13.5
"1396" 1879 10 27 8.8
"1397" 1879 10 28 11.5
"1398" 1879 10 29 9
"1399" 1879 10 30 9.2
"1400" 1879 10 31 10.5
"1401" 1879 11 1 7.8
"1402" 1879 11 2 5.8
"1403" 1879 11 3 5
"1404" 1879 11 4 9.5
"1405" 1879 11 5 8.8
"1406" 1879 11 6 7.2
"1407" 1879 11 7 6.8
"1408" 1879 11 8 10.8
"1409" 1879 11 9 10.5
"1410" 1879 11 10 8.8
"1411" 1879 11 11 7
"1412" 1879 11 12 6.8
"1413" 1879 11 13 5.8
"1414" 1879 11 14 3.2
"1415" 1879 11 15 0.8
"1416" 1879 11 16 1
"1417" 1879 11 17 2.8
"1418" 1879 11 18 0.8
"1419" 1879 11 19 1
"1420" 1879 11 20 0.2
"1421" 1879 11 21 2.2
"1422" 1879 11 22 4.5
"1423" 1879 11 23 5
"1424" 1879 11 24 4.2
"1425" 1879 11 25 1.2
"1426" 1879 11 26 -5.8
"1427" 1879 11 27 -1.8
"1428" 1879 11 28 -0.2
"1429" 1879 11 29 1.5
"1430" 1879 11 30 -1
"1431" 1879 12 1 -3.2
"1432" 1879 12 2 -8
"1433" 1879 12 3 -6.2
"1434" 1879 12 4 -7.8
"1435" 1879 12 5 -8
"1436" 1879 12 6 -6.8
"1437" 1879 12 7 -3.5
"1438" 1879 12 8 -3.8
"1439" 1879 12 9 -8.5
"1440" 1879 12 10 -5
"1441" 1879 12 11 2.5
"1442" 1879 12 12 2.5
"1443" 1879 12 13 -0.2
"1444" 1879 12 14 -0.2
"1445" 1879 12 15 -1.2
"1446" 1879 12 16 -2.2
"1447" 1879 12 17 -1.8
"1448" 1879 12 18 -1.8
"1449" 1879 12 19 1.2
"1450" 1879 12 20 -2
"1451" 1879 12 21 -6.2
"1452" 1879 12 22 -2.2
"1453" 1879 12 23 1.5
"1454" 1879 12 24 -0.8
"1455" 1879 12 25 2.2
"1456" 1879 12 26 2.2
"1457" 1879 12 27 -2.5
"1458" 1879 12 28 0.8
"1459" 1879 12 29 3.8
"1460" 1879 12 30 4.5
"1461" 1879 12 31 3.8
"1462" 1880 1 1 6.8
"1463" 1880 1 2 8
"1464" 1880 1 3 6.5
"1465" 1880 1 4 4.2
"1466" 1880 1 5 4.4
"1467" 1880 1 6 3.4
"1468" 1880 1 7 3.8
"1469" 1880 1 8 2
"1470" 1880 1 9 4.4
"1471" 1880 1 10 3
"1472" 1880 1 11 1.8
"1473" 1880 1 12 0.8
"1474" 1880 1 13 0.6
"1475" 1880 1 14 0.6
"1476" 1880 1 15 0
"1477" 1880 1 16 -1.6
"1478" 1880 1 17 -2.8
"1479" 1880 1 18 -3.2
"1480" 1880 1 19 -5.4
"1481" 1880 1 20 -0.6
"1482" 1880 1 21 -0.2
"1483" 1880 1 22 -1
"1484" 1880 1 23 0.4
"1485" 1880 1 24 1
"1486" 1880 1 25 2
"1487" 1880 1 26 1.6
"1488" 1880 1 27 0.6
"1489" 1880 1 28 -0.4
"1490" 1880 1 29 -0.2
"1491" 1880 1 30 2
"1492" 1880 1 31 2.4
"1493" 1880 2 1 4.4
"1494" 1880 2 2 1
"1495" 1880 2 3 3.6
"1496" 1880 2 4 4.6
"1497" 1880 2 5 2
"1498" 1880 2 6 4.2
"1499" 1880 2 7 5.2
"1500" 1880 2 8 3.8
"1501" 1880 2 9 3.2
"1502" 1880 2 10 3.8
"1503" 1880 2 11 1.6
"1504" 1880 2 12 5.8
"1505" 1880 2 13 4.2
"1506" 1880 2 14 3
"1507" 1880 2 15 4.2
"1508" 1880 2 16 4.8
"1509" 1880 2 17 5.4
"1510" 1880 2 18 2.8
"1511" 1880 2 19 7.4
"1512" 1880 2 20 11
"1513" 1880 2 21 10.4
"1514" 1880 2 22 7.6
"1515" 1880 2 23 3
"1516" 1880 2 24 0.8
"1517" 1880 2 25 -0.4
"1518" 1880 2 26 2.8
"1519" 1880 2 27 4.8
"1520" 1880 2 28 5.2
"1521" 1880 2 29 9.6
"1522" 1880 3 1 10.8
"1523" 1880 3 2 8.8
"1524" 1880 3 3 10.2
"1525" 1880 3 4 9.4
"1526" 1880 3 5 8.2
"1527" 1880 3 6 9.8
"1528" 1880 3 7 12.4
"1529" 1880 3 8 10.2
"1530" 1880 3 9 12
"1531" 1880 3 10 18
"1532" 1880 3 11 10.4
"1533" 1880 3 12 4.8
"1534" 1880 3 13 4
"1535" 1880 3 14 7.2
"1536" 1880 3 15 5.2
"1537" 1880 3 16 6
"1538" 1880 3 17 9
"1539" 1880 3 18 6
"1540" 1880 3 19 8.4
"1541" 1880 3 20 6.2
"1542" 1880 3 21 5.2
"1543" 1880 3 22 6.6
"1544" 1880 3 23 7.2
"1545" 1880 3 24 10
"1546" 1880 3 25 9.6
"1547" 1880 3 26 14.6
"1548" 1880 3 27 12.4
"1549" 1880 3 28 14
"1550" 1880 3 29 18.2
"1551" 1880 3 30 14.6
"1552" 1880 3 31 17.4
"1553" 1880 4 1 15
"1554" 1880 4 2 12.2
"1555" 1880 4 3 10.4
"1556" 1880 4 4 17.8
"1557" 1880 4 5 11.2
"1558" 1880 4 6 15.2
"1559" 1880 4 7 16.8
"1560" 1880 4 8 9.8
"1561" 1880 4 9 5
"1562" 1880 4 10 8.8
"1563" 1880 4 11 5.6
"1564" 1880 4 12 14
"1565" 1880 4 13 19.2
"1566" 1880 4 14 22.4
"1567" 1880 4 15 21.6
"1568" 1880 4 16 24.4
"1569" 1880 4 17 26.8
"1570" 1880 4 18 27.4
"1571" 1880 4 19 22.8
"1572" 1880 4 20 23.6
"1573" 1880 4 21 20.4
"1574" 1880 4 22 21.6
"1575" 1880 4 23 20.2
"1576" 1880 4 24 15.6
"1577" 1880 4 25 13.8
"1578" 1880 4 26 14
"1579" 1880 4 27 15.8
"1580" 1880 4 28 16.8
"1581" 1880 4 29 9.6
"1582" 1880 4 30 14.4
"1583" 1880 5 1 17.4
"1584" 1880 5 2 19.8
"1585" 1880 5 3 16.6
"1586" 1880 5 4 14.6
"1587" 1880 5 5 16.2
"1588" 1880 5 6 18.6
"1589" 1880 5 7 15.8
"1590" 1880 5 8 15.4
"1591" 1880 5 9 15.4
"1592" 1880 5 10 14.2
"1593" 1880 5 11 14.6
"1594" 1880 5 12 18.2
"1595" 1880 5 13 21.4
"1596" 1880 5 14 24.8
"1597" 1880 5 15 24.6
"1598" 1880 5 16 21.8
"1599" 1880 5 17 15.6
"1600" 1880 5 18 11.4
"1601" 1880 5 19 11.8
"1602" 1880 5 20 16.4
"1603" 1880 5 21 14.8
"1604" 1880 5 22 16.4
"1605" 1880 5 23 14.8
"1606" 1880 5 24 17.8
"1607" 1880 5 25 22
"1608" 1880 5 26 26.6
"1609" 1880 5 27 31.6
"1610" 1880 5 28 23.2
"1611" 1880 5 29 18.4
"1612" 1880 5 30 18
"1613" 1880 5 31 16.4
"1614" 1880 6 1 16.4
"1615" 1880 6 2 20.4
"1616" 1880 6 3 19.8
"1617" 1880 6 4 19.6
"1618" 1880 6 5 14.6
"1619" 1880 6 6 14
"1620" 1880 6 7 17.6
"1621" 1880 6 8 18
"1622" 1880 6 9 20.4
"1623" 1880 6 10 26.8
"1624" 1880 6 11 24.6
"1625" 1880 6 12 30.2
"1626" 1880 6 13 25.8
"1627" 1880 6 14 20.6
"1628" 1880 6 15 20.2
"1629" 1880 6 16 24.2
"1630" 1880 6 17 22.6
"1631" 1880 6 18 24
"1632" 1880 6 19 25
"1633" 1880 6 20 23.2
"1634" 1880 6 21 24
"1635" 1880 6 22 27
"1636" 1880 6 23 23.2
"1637" 1880 6 24 22.6
"1638" 1880 6 25 20
"1639" 1880 6 26 21.4
"1640" 1880 6 27 21.2
"1641" 1880 6 28 21.7
"1642" 1880 6 29 22.5
"1643" 1880 6 30 27.6
"1644" 1880 7 1 28.2
"1645" 1880 7 2 27.2
"1646" 1880 7 3 25.2
"1647" 1880 7 4 23.8
"1648" 1880 7 5 19.2
"1649" 1880 7 6 21.2
"1650" 1880 7 7 25.9
"1651" 1880 7 8 27.8
"1652" 1880 7 9 24.9
"1653" 1880 7 10 29.3
"1654" 1880 7 11 25.8
"1655" 1880 7 12 27.5
"1656" 1880 7 13 30.2
"1657" 1880 7 14 27
"1658" 1880 7 15 28.2
"1659" 1880 7 16 30.2
"1660" 1880 7 17 32.5
"1661" 1880 7 18 27.8
"1662" 1880 7 19 26.9
"1663" 1880 7 20 25.5
"1664" 1880 7 21 19.9
"1665" 1880 7 22 22.1
"1666" 1880 7 23 23.6
"1667" 1880 7 24 24.5
"1668" 1880 7 25 27.8
"1669" 1880 7 26 24.5
"1670" 1880 7 27 20.1
"1671" 1880 7 28 21.5
"1672" 1880 7 29 27
"1673" 1880 7 30 24.6
"1674" 1880 7 31 23.3
"1675" 1880 8 1 21.8
"1676" 1880 8 2 20.4
"1677" 1880 8 3 18.9
"1678" 1880 8 4 21.5
"1679" 1880 8 5 23.2
"1680" 1880 8 6 25.6
"1681" 1880 8 7 25.7
"1682" 1880 8 8 22.2
"1683" 1880 8 9 18.8
"1684" 1880 8 10 17.2
"1685" 1880 8 11 19.8
"1686" 1880 8 12 23.7
"1687" 1880 8 13 24
"1688" 1880 8 14 22.8
"1689" 1880 8 15 24.8
"1690" 1880 8 16 22.8
"1691" 1880 8 17 22.6
"1692" 1880 8 18 25.2
"1693" 1880 8 19 24.5
"1694" 1880 8 20 25.6
"1695" 1880 8 21 25.7
"1696" 1880 8 22 27
"1697" 1880 8 23 26
"1698" 1880 8 24 27.7
"1699" 1880 8 25 27.8
"1700" 1880 8 26 26.8
"1701" 1880 8 27 24.5
"1702" 1880 8 28 23.4
"1703" 1880 8 29 24.8
"1704" 1880 8 30 24
"1705" 1880 8 31 25.1
"1706" 1880 9 1 27.4
"1707" 1880 9 2 27.7
"1708" 1880 9 3 24.4
"1709" 1880 9 4 30.3
"1710" 1880 9 5 31.7
"1711" 1880 9 6 25
"1712" 1880 9 7 28.4
"1713" 1880 9 8 21.7
"1714" 1880 9 9 23
"1715" 1880 9 10 24.4
"1716" 1880 9 11 24.3
"1717" 1880 9 12 23.3
"1718" 1880 9 13 21.9
"1719" 1880 9 14 20.2
"1720" 1880 9 15 20.2
"1721" 1880 9 16 17.6
"1722" 1880 9 17 19.1
"1723" 1880 9 18 20.1
"1724" 1880 9 19 17.7
"1725" 1880 9 20 18.4
"1726" 1880 9 21 16
"1727" 1880 9 22 18.2
"1728" 1880 9 23 15.4
"1729" 1880 9 24 16
"1730" 1880 9 25 18
"1731" 1880 9 26 18.7
"1732" 1880 9 27 18.9
"1733" 1880 9 28 18.8
"1734" 1880 9 29 16.4
"1735" 1880 9 30 15.8
"1736" 1880 10 1 18.4
"1737" 1880 10 2 17.5
"1738" 1880 10 3 14.1
"1739" 1880 10 4 13.8
"1740" 1880 10 5 12.8
"1741" 1880 10 6 21.8
"1742" 1880 10 7 22
"1743" 1880 10 8 17
"1744" 1880 10 9 13.8
"1745" 1880 10 10 11.1
"1746" 1880 10 11 8.2
"1747" 1880 10 12 9.4
"1748" 1880 10 13 8.9
"1749" 1880 10 14 12.4
"1750" 1880 10 15 11.5
"1751" 1880 10 16 14.1
"1752" 1880 10 17 13.8
"1753" 1880 10 18 12.4
"1754" 1880 10 19 9.8
"1755" 1880 10 20 7.6
"1756" 1880 10 21 7.6
"1757" 1880 10 22 5.6
"1758" 1880 10 23 3.1
"1759" 1880 10 24 4.6
"1760" 1880 10 25 7.6
"1761" 1880 10 26 9.2
"1762" 1880 10 27 7
"1763" 1880 10 28 15
"1764" 1880 10 29 11
"1765" 1880 10 30 6
"1766" 1880 10 31 7.6
"1767" 1880 11 1 6.5
"1768" 1880 11 2 2.5
"1769" 1880 11 3 2.8
"1770" 1880 11 4 4.6
"1771" 1880 11 5 3.6
"1772" 1880 11 6 7.6
"1773" 1880 11 7 8.8
"1774" 1880 11 8 7.4
"1775" 1880 11 9 5
"1776" 1880 11 10 6.8
"1777" 1880 11 11 6
"1778" 1880 11 12 7.8
"1779" 1880 11 13 11.8
"1780" 1880 11 14 13.8
"1781" 1880 11 15 12
"1782" 1880 11 16 13.1
"1783" 1880 11 17 13.1
"1784" 1880 11 18 7.6
"1785" 1880 11 19 12.8
"1786" 1880 11 20 5.8
"1787" 1880 11 21 1.8
"1788" 1880 11 22 3.2
"1789" 1880 11 23 1.8
"1790" 1880 11 24 6.8
"1791" 1880 11 25 10
"1792" 1880 11 26 10.1
"1793" 1880 11 27 11.4
"1794" 1880 11 28 9
"1795" 1880 11 29 7.2
"1796" 1880 11 30 5.2
"1797" 1880 12 1 3.8
"1798" 1880 12 2 7
"1799" 1880 12 3 6
"1800" 1880 12 4 4.5
"1801" 1880 12 5 5
"1802" 1880 12 6 7.8
"1803" 1880 12 7 8.6
"1804" 1880 12 8 7.6
"1805" 1880 12 9 8.2
"1806" 1880 12 10 6.4
"1807" 1880 12 11 7
"1808" 1880 12 12 7.6
"1809" 1880 12 13 5
"1810" 1880 12 14 2.6
"1811" 1880 12 15 0.7
"1812" 1880 12 16 5.8
"1813" 1880 12 17 6.2
"1814" 1880 12 18 4
"1815" 1880 12 19 7.2
"1816" 1880 12 20 6.8
"1817" 1880 12 21 9.4
"1818" 1880 12 22 3.6
"1819" 1880 12 23 9.8
"1820" 1880 12 24 10.7
"1821" 1880 12 25 8.6
"1822" 1880 12 26 3.2
"1823" 1880 12 27 1.7
"1824" 1880 12 28 2.9
"1825" 1880 12 29 10.4
"1826" 1880 12 30 9.4
"1827" 1880 12 31 5.2
"1828" 1881 1 1 1.8
"1829" 1881 1 2 1.3
"1830" 1881 1 3 1.6
"1831" 1881 1 4 2
"1832" 1881 1 5 1.8
"1833" 1881 1 6 1.2
"1834" 1881 1 7 -0.2
"1835" 1881 1 8 1.2
"1836" 1881 1 9 -0.2
"1837" 1881 1 10 0.5
"1838" 1881 1 11 -1.4
"1839" 1881 1 12 -5.4
"1840" 1881 1 13 -6.5
"1841" 1881 1 14 -6.8
"1842" 1881 1 15 -9.2
"1843" 1881 1 16 -7.8
"1844" 1881 1 17 -3.2
"1845" 1881 1 18 -6.4
"1846" 1881 1 19 -4.4
"1847" 1881 1 20 -4
"1848" 1881 1 21 -6.2
"1849" 1881 1 22 -4.4
